Catch_Area_Code,Split_SubUnit_Code,Landing_Date,Batch_year,Month,Day,Round_Lbs_Qty,Fisher_Type_Code,Tribe_num,Tribe_Member_Num,Vessel_ID,License_ID,Dealer_License_ID,Round_Lbs_Price_Amt,Tribal_Tax_Amt,Species_Code,Gear_Code,Landing_Cnt,Port_Code,Fish_Ticket_Num,Ticket_Data_Source_Code,Catch_Desc_Code,Species_Code_Desc
24C ,,10/1/2019,2019,10,1,2320,1,,,36579,56397,128547,3.5,,561,21,,143,LA811601,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,1507,1,,,36376,56193,128547,3.5,,561,21,,143,LA811602,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,2001,1,,,38114,55914,128547,3.5,,561,21,,143,LA811603,COMM,0,DUNGENESS CRAB
24C ,,10/1/2019,2019,10,1,1066,1,,,36635,56104,128547,3.5,,561,21,,143,LA811604,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,1079,1,,,38335,56143,128547,3.5,,561,21,,105,LA815173,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,898,1,,,34635,56008,128547,3.5,,561,21,,105,LA815174,COMM,0,DUNGENESS CRAB
22A ,,10/1/2019,2019,10,1,1208,1,,,32405,55989,128547,3.5,,561,21,,105,LA815175,COMM,0,DUNGENESS CRAB
22B ,,10/1/2019,2019,10,1,1043,1,,,38757,56188,128547,3.5,,561,21,,105,LA815176,COMM,0,DUNGENESS CRAB
21A ,,10/1/2019,2019,10,1,240,1,,,34334,56346,128685,3.75,,561,21,,105,LA821017,COMM,0,DUNGENESS CRAB
24C ,,10/1/2019,2019,10,1,1178,1,,,36117,55954,128252,4.25,,561,21,,105,LA817804,COMM,0,DUNGENESS CRAB
24C ,,10/1/2019,2019,10,1,1241,1,,,37829,56111,128252,4.25,,561,21,,105,LA817805,COMM,0,DUNGENESS CRAB
24C ,,10/2/2019,2019,10,2,2400,1,,,36117,55954,128252,4.25,,561,21,,105,LA817807,COMM,0,DUNGENESS CRAB
24C ,,10/3/2019,2019,10,3,2376,1,,,36117,55954,128252,4.25,,561,21,,105,LA817808,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,836,1,,,29003,56173,128370,3.75,,561,21,,105,LA822301,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,1270,1,,,38759,56122,128370,3.75,,561,21,,105,LA822302,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,2317,1,,,29003,56173,128370,3.75,,561,21,,105,LA822303,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,2592,1,,,38759,56122,128370,3.75,,561,21,,105,LA822304,COMM,0,DUNGENESS CRAB
21B ,,10/2/2019,2019,10,2,663,1,,,10535,56116,128384,3.5,,561,21,,115,LA803805,COMM,0,DUNGENESS CRAB
21B ,,10/2/2019,2019,10,2,221,1,,,10535,56131,128384,3.5,,561,21,,115,LA803806,COMM,0,DUNGENESS CRAB
21B ,,10/3/2019,2019,10,3,437,1,,,10535,56131,128384,3.5,,561,21,,115,LA803807,COMM,0,DUNGENESS CRAB
21B ,,10/3/2019,2019,10,3,145,1,,,10535,56116,128384,3.5,,561,21,,115,LA803808,COMM,0,DUNGENESS CRAB
26A ,E,10/3/2019,2019,10,3,1176,1,,,28012,56431,128406,3.85,,561,21,,170,Z966327,COMM,0,DUNGENESS CRAB
21A ,,10/1/2019,2019,10,1,49,1,,,38726,56092,128420,3.5,,561,21,,105,LA813421,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,656,1,,,38742,56160,128420,3.5,,561,21,,105,LA813422,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,598,1,,,38559,56142,128420,3.5,,561,21,,105,LA813423,COMM,0,DUNGENESS CRAB
21A ,,10/2/2019,2019,10,2,1524,1,,,35655,56212,128420,3.5,,561,21,,105,LA813424,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,986,1,,,38742,56160,128420,3.5,,561,21,,105,LA813425,COMM,0,DUNGENESS CRAB
21A ,,10/2/2019,2019,10,2,794,1,,,38726,56092,128420,3.5,,561,21,,105,LA813426,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1452,1,,,38559,56142,128420,3.5,,561,21,,105,LA813427,COMM,0,DUNGENESS CRAB
21A ,,10/3/2019,2019,10,3,1270,1,,,35655,56212,128420,3.5,,561,21,,105,LA813429,COMM,0,DUNGENESS CRAB
21A ,,10/3/2019,2019,10,3,676,1,,,38726,56092,128420,3.5,,561,21,,105,LA813430,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1038,1,,,38742,56160,128420,3.5,,561,21,,105,LA813431,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,955,1,,,38559,56142,128420,3.5,,561,21,,105,LA813432,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1210,1,,,32391,55915,128458,3.5,,561,21,,110,LA812880,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,548,1,,,6295,55921,128458,3.5,,561,21,,110,LA812881,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,354,1,,,19807,56159,128458,3.5,,561,21,,110,LA812882,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1205,1,,,35845,56357,128458,3.5,,561,21,,110,LA812883,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,589,1,,,34280,60446,128458,3.5,,561,21,,110,LA812884,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1688,1,,,35666,56074,128458,3.5,,561,21,,110,LA812885,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,3597,1,,,27853,56005,128458,3.5,,561,21,,110,LA812886,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1557,1,,,33138,56411,128458,3.5,,561,21,,110,LA812887,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1058,1,,,34710,56386,128458,3.5,,561,21,,110,LA812888,COMM,0,DUNGENESS CRAB
21A ,,10/1/2019,2019,10,1,430,1,,,8811,56054,128508,3.75,,561,21,,110,LA810650,COMM,0,DUNGENESS CRAB
21A ,,10/1/2019,2019,10,1,1097,1,,,18515,56086,128508,3.75,,561,21,,110,Z970406,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,562,1,,,34577,56413,128508,3.75,,561,21,,115,Z970407,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1896,1,,,33134,55944,128508,3.75,,561,21,,115,Z970408,COMM,0,DUNGENESS CRAB
21A ,,10/2/2019,2019,10,2,2529,1,,,18515,56086,128508,3.75,,561,21,,110,Z970413,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1508,1,,,29092,55950,128508,3.75,,561,21,,110,Z970414,COMM,0,DUNGENESS CRAB
21A ,,10/2/2019,2019,10,2,611,1,,,8811,56054,128508,3.75,,561,21,,110,Z970415,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,452,1,,,34577,56413,128508,3.75,,561,21,,115,Z970416,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1668,1,,,33134,56126,128508,3.75,,561,21,,115,Z970418,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1211,1,,,29092,55950,128508,3.75,,561,21,,110,Z970419,COMM,0,DUNGENESS CRAB
21A ,,10/3/2019,2019,10,3,481,1,,,8811,56054,128508,3.75,,561,21,,110,Z970420,COMM,0,DUNGENESS CRAB
21A ,,10/3/2019,2019,10,3,2455,1,,,18515,56086,128508,3.75,,561,21,,110,Z970421,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,990,1,,,33280,56007,128547,3.5,,561,21,,140,LA815012,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,659,1,,,37658,56125,128547,3.5,,561,21,,140,LA815013,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,1675,1,,,10804,56155,128547,3.5,,561,21,,140,LA815014,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,1239,1,,,37896,56380,128547,3.5,,561,21,,140,LA815015,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,375,1,,,38601,56050,128547,3.5,,561,21,,140,LA815016,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,2472,1,,,37896,56380,128547,3.5,,561,21,,140,LA815017,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,3120,1,,,10804,56263,128547,3.5,,561,21,,140,LA815018,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,2441,1,,,33280,56282,128547,3.5,,561,21,,140,LA815019,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,817,1,,,38601,56050,128547,3.5,,561,21,,140,LA815020,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,3275,1,,,10804,56263,128547,3.5,,561,21,,140,LA815021,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,1636,1,,,37896,56380,128547,3.5,,561,21,,140,LA815023,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,1648,1,,,37658,55937,128547,3.5,,561,21,,140,LA815024,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,1782,1,,,33280,56007,128547,3.5,,561,21,,140,LA815025,COMM,0,DUNGENESS CRAB
22A ,,10/1/2019,2019,10,1,607,1,,,37144,56068,128713,3.75,,561,21,,165,Z953470,COMM,0,DUNGENESS CRAB
22A ,,10/1/2019,2019,10,1,485,1,,,38558,56345,128713,3.75,,561,21,,165,Z953471,COMM,0,DUNGENESS CRAB
22B ,,10/2/2019,2019,10,2,1726,1,,,38027,56270,129797,4.25,,561,21,,105,Z930940,COMM,0,DUNGENESS CRAB
22B ,,10/3/2019,2019,10,3,1441,1,,,38027,56270,129797,4.25,,561,21,,105,Z930941,COMM,0,DUNGENESS CRAB
21B ,,10/2/2019,2019,10,2,495,1,,,32722,56356,130046,3.5,,561,21,,,W809960,COMM,0,DUNGENESS CRAB
21B ,,10/3/2019,2019,10,3,360,1,,,32722,56356,130046,3.5,,561,21,,,W809962,COMM,0,DUNGENESS CRAB
21B ,,10/3/2019,2019,10,3,989,1,,,31384,55977,130046,3.5,,561,21,,,W809963,COMM,0,DUNGENESS CRAB
21B ,,10/4/2019,2019,10,4,403,1,,,32722,56356,130046,3.5,,561,21,,,W809964,COMM,0,DUNGENESS CRAB
21B ,,10/4/2019,2019,10,4,765,1,,,23907,59373,130046,3.5,,561,21,,,W809965,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,340,1,,,38505,56288,128235,3.75,,561,21,,110,LA823659,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,1089,1,,,20890,56175,128235,3.75,,561,21,,110,LA823654,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,978,1,,,29009,56108,128235,3.75,,561,21,,110,LA823655,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,762,1,,,37678,56042,128235,3.75,,561,21,,110,LA823652,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,1110,1,,,38134,55922,128235,3.75,,561,21,,110,LA823653,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,2928,1,,,38134,56059,128235,3.75,,561,21,,110,LA823658,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1709,1,,,37678,56042,128235,3.75,,561,21,,110,LA823657,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1119,1,,,38505,56288,128235,3.75,,561,21,,110,LA823656,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,2377,1,,,20890,56419,128235,3.75,,561,21,,110,LA823660,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,839,1,,,38265,56369,128258,3.5,,561,21,,105,LA820305,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,1983,1,,,37662,56195,128258,3.5,,561,21,,105,LA820304,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,744,1,,,16466,56201,128258,3.5,,561,21,,105,LA820302,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,863,1,,,37901,56332,128258,3.5,,561,21,,105,LA820301,COMM,0,DUNGENESS CRAB
26A ,E,10/1/2019,2019,10,1,446,1,,,37401,56323,128258,3.5,,561,21,,130,LA820351,COMM,0,DUNGENESS CRAB
26A ,E,10/1/2019,2019,10,1,476,1,,,24503,56339,128258,3.5,,561,21,,130,LA820352,COMM,0,DUNGENESS CRAB
26A ,E,10/1/2019,2019,10,1,1161,1,,,36616,56084,128258,3.5,,561,21,,130,LA820353,COMM,0,DUNGENESS CRAB
26A ,E,10/1/2019,2019,10,1,1237,1,,,38547,56331,128258,3.5,,561,21,,130,LA820354,COMM,0,DUNGENESS CRAB
26A ,E,10/1/2019,2019,10,1,3200,1,,,38127,56075,128258,3.5,,561,21,,130,LA820355,COMM,0,DUNGENESS CRAB
26A ,E,10/1/2019,2019,10,1,3113,1,,,38110,56377,128258,3.5,,561,21,,130,LA820356,COMM,0,DUNGENESS CRAB
22A ,,10/2/2019,2019,10,2,3039,1,,,28963,56157,128258,3.5,,561,21,,105,LA820310,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,3824,1,,,37662,56127,128258,3.5,,561,21,,105,LA820309,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,2000,1,,,16466,56201,128258,3.5,,561,21,,105,LA820306,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,1500,1,,,37901,56239,128258,3.5,,561,21,,105,LA820307,COMM,0,DUNGENESS CRAB
22A ,,10/2/2019,2019,10,2,1400,1,,,37144,56068,128258,3.5,,561,21,,105,LA820308,COMM,0,DUNGENESS CRAB
26A ,E,10/2/2019,2019,10,2,744,1,,,37656,56147,128258,3.5,,561,21,,130,LA820248,COMM,0,DUNGENESS CRAB
26A ,E,10/2/2019,2019,10,2,744,1,,,24503,56339,128258,3.5,,561,21,,130,LA820247,COMM,0,DUNGENESS CRAB
26A ,E,10/2/2019,2019,10,2,1855,1,,,18515,56103,128258,3.5,,561,21,,130,LA820246,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,2050,1,,,38572,56226,128258,3.5,,561,21,,130,LA820271,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,2599,1,,,38265,56203,128258,3.5,,561,21,,130,LA820272,COMM,0,DUNGENESS CRAB
26A ,E,10/2/2019,2019,10,2,4613,1,,,38110,56377,128258,3.5,,561,21,,130,LA820358,COMM,0,DUNGENESS CRAB
26A ,E,10/2/2019,2019,10,2,2723,1,,,38547,56331,128258,3.5,,561,21,,130,LA820249,COMM,0,DUNGENESS CRAB
26A ,E,10/2/2019,2019,10,2,548,1,,,24503,56339,128258,3.5,,561,21,,130,LA820250,COMM,0,DUNGENESS CRAB
26A ,E,10/2/2019,2019,10,2,5810,1,,,38127,56075,128258,3.5,,561,21,,130,LA820357,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,745,1,,,34710,56277,128458,3.5,,561,21,,110,LA812895,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,343,1,,,19807,56159,128458,3.5,,561,21,,110,LA812889,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1353,1,,,35666,56297,128458,3.5,,561,21,,110,LA812890,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1134,1,,,35845,56238,128458,3.5,,561,21,,110,LA812891,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,3049,1,,,27853,56005,128458,3.5,,561,21,,110,LA812893,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,413,1,,,32391,55915,128458,3.5,,561,21,,110,LA812892,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1479,1,,,33138,56411,128458,3.5,,561,21,,110,LA812894,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,2207,1,,,37658,55937,128477,3.5,,561,21,,105,Z951894,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,5427,1,,,36579,56403,128547,3.5,,561,21,,143,LA811608,COMM,0,DUNGENESS CRAB
24A ,,10/1/2019,2019,10,1,1157,1,,,15706,56076,128547,3.5,,561,21,,105,LA815177,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,2798,1,,,36376,56193,128547,3.5,,561,21,,143,LA811607,COMM,0,DUNGENESS CRAB
24C ,,10/2/2019,2019,10,2,1684,1,,,36635,56192,128547,3.5,,561,21,,143,LA811606,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,3288,1,,,38114,56200,128547,3.5,,561,21,,143,LA811605,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,2325,1,,,15706,56076,128547,3.5,,561,21,,105,LA815186,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,3367,1,,,38335,56143,128547,3.5,,561,21,,105,LA815185,COMM,0,DUNGENESS CRAB
22B ,,10/2/2019,2019,10,2,1847,1,,,38757,56188,128547,3.5,,561,21,,105,LA815178,COMM,0,DUNGENESS CRAB
22A ,,10/2/2019,2019,10,2,2490,1,,,32405,56229,128547,3.5,,561,21,,105,LA815184,COMM,0,DUNGENESS CRAB
22B ,,10/2/2019,2019,10,2,999,1,,,37574,55949,128547,3.5,,561,21,,105,LA815181,COMM,0,DUNGENESS CRAB
22A ,,10/2/2019,2019,10,2,2672,1,,,35168,56185,128547,3.5,,561,21,,105,LA815183,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,705,1,,,37655,55968,128547,3.5,,561,21,,105,LA815182,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,1914,1,,,34635,56358,128547,3.5,,561,21,,105,LA815180,COMM,0,DUNGENESS CRAB
22B ,,10/2/2019,2019,10,2,1002,1,,,35427,56301,128547,3.5,,561,21,,105,LA815179,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,2867,1,,,38335,56143,128547,3.5,,561,21,,105,LA815193,COMM,0,DUNGENESS CRAB
22A ,,10/3/2019,2019,10,3,2242,1,,,35168,56268,128547,3.5,,561,21,,105,LA815192,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,2040,1,,,15706,56174,128547,3.5,,561,21,,105,LA815191,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,2265,1,,,34635,56008,128547,3.5,,561,21,,105,LA815190,COMM,0,DUNGENESS CRAB
22A ,,10/3/2019,2019,10,3,1993,1,,,32405,56229,128547,3.5,,561,21,,105,LA815189,COMM,0,DUNGENESS CRAB
22B ,,10/3/2019,2019,10,3,819,1,,,37574,55949,128547,3.5,,561,21,,105,LA815188,COMM,0,DUNGENESS CRAB
22B ,,10/3/2019,2019,10,3,1940,1,,,38757,57980,128547,3.5,,561,21,,105,LA815187,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,4800,1,,,36579,56395,128547,3.5,,561,21,,143,LA811612,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,2984,1,,,36376,56412,128547,3.5,,561,21,,143,LA811611,COMM,0,DUNGENESS CRAB
24C ,,10/3/2019,2019,10,3,1716,1,,,36635,56104,128547,3.5,,561,21,,143,LA811610,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,3839,1,,,38114,56278,128547,3.5,,561,21,,143,LA811609,COMM,0,DUNGENESS CRAB
24C ,,10/6/2019,2019,10,6,1528,1,,,37829,56111,128587,4.25,,561,21,,143,LA817228,COMM,0,DUNGENESS CRAB
24C ,,10/5/2019,2019,10,5,2186,1,,,37829,56111,128587,4.25,,561,21,,143,LA817227,COMM,0,DUNGENESS CRAB
24C ,,10/4/2019,2019,10,4,1754,1,,,37829,56111,128587,4.15,,561,21,,143,LA817226,COMM,0,DUNGENESS CRAB
24C ,,10/3/2019,2019,10,3,1961,1,,,37829,55965,128587,4.25,,561,21,,143,LA817225,COMM,0,DUNGENESS CRAB
22B ,,10/2/2019,2019,10,2,1268,1,,,19670,56184,128685,3.75,,561,21,,105,LA821023,COMM,0,DUNGENESS CRAB
24A ,,10/2/2019,2019,10,2,810,1,,,36791,56130,128685,3.75,,561,21,,105,LA821022,COMM,0,DUNGENESS CRAB
22B ,,10/2/2019,2019,10,2,1381,1,,,38750,56241,128685,3.75,,561,21,,105,LA821021,COMM,0,DUNGENESS CRAB
21A ,,10/2/2019,2019,10,2,1638,1,,,36485,56041,128685,3.75,,561,21,,105,LA821020,COMM,0,DUNGENESS CRAB
22A ,,10/2/2019,2019,10,2,436,1,,,37666,56214,128685,3.75,,561,21,,105,LA821018,COMM,0,DUNGENESS CRAB
21A ,,10/2/2019,2019,10,2,960,1,,,34334,56346,128685,3.75,,561,21,,105,LA821024,COMM,0,DUNGENESS CRAB
22A ,,10/3/2019,2019,10,3,370,1,,,37666,56214,128685,3.75,,561,21,,105,LA821019,COMM,0,DUNGENESS CRAB
21A ,,10/3/2019,2019,10,3,1180,1,,,36485,56118,128685,3.75,,561,21,,105,LA821025,COMM,0,DUNGENESS CRAB
22B ,,10/3/2019,2019,10,3,1223,1,,,38750,56241,128685,4,,561,21,,105,LA821026,COMM,0,DUNGENESS CRAB
22B ,,10/3/2019,2019,10,3,868,1,,,19670,56184,128685,4,,561,21,,105,LA821028,COMM,0,DUNGENESS CRAB
24C ,,10/3/2019,2019,10,3,1037,1,,,36791,56130,128685,4,,561,21,,105,LA821029,COMM,0,DUNGENESS CRAB
24A ,,10/3/2019,2019,10,3,5051,1,,,37662,56127,128685,4,,561,21,,105,LA821030,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,42,1,,,34911,55904,128769,3.5,,561,21,,115,LA813051,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,207,1,,,38133,56312,128769,3.5,,561,21,,115,LA813052,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,833,1,,,31658,55903,128769,3.5,,561,21,,115,LA813053,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1072,1,,,31658,55903,128769,3.5,,561,21,,115,LA813054,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,307,1,,,31658,55903,128769,3.5,,561,21,,115,LA813055,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1195,1,,,34911,55904,128769,3.5,,561,21,,115,LA813056,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,440,1,,,34911,55904,128769,3.5,,561,21,,115,LA813057,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,709,1,,,30153,56312,128769,3.5,,561,21,,115,LA813058,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,2,1,,,30153,56312,128769,0,,561,21,,115,LA813058,TKHM,0,DUNGENESS CRAB
